DrawingName,Number,BaseNumber,Number_right,SerialNumber,EngineNumber,SalesModel,Unnamed: 0,model,part,title,description,description_right,item_number,image_url,url,description_cleaned,title_cleaned,description_cleaned_cleaned,title_cleaned_cleaned,cat_title_cleaned_cleaned_y,combined_name
559-60215-6,559/60215 6,559/60215,E445-1-4,2272878,SD320/40551U0529515,3CX 14M3WE,3799,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Centremount. Direct Control. 2WS",559/60215 6,Гидроцилиндр поворота задней стрелы JCB 3cx 4cx,"Ram slew, 100x60 yellow",Гидроцилиндр поворота задней стрелыэкскаватора - погрузчика JCB 3CX - 4CX. Служит для поворота влево и вправо задней стрелы.,A,https://jcbdetal.ru/images/thumbnails/800/655/detailed/4/559-60215.jpeg,https://jcbdetal.ru/gidravlika/gidrocilindr-povorota-zadney-strely-jcb-3cx-4cx/,"Ram slew,",Гидроцилиндр поворота задней стрелы,"Ram slew,",Гидроцилиндр поворота задней стрелы,Гидроцилиндр поворота,"Гидроцилиндр поворота задней стрелы Ram slew,"
333-A2202-2,333/A2202 2,333/A2202,B250-4-11,2272878,SD320/40551U0529515,3CX 14M3WE,1592,"Sideshift. Easycontrol. AWS, 4CX14CM BR, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Easycontrol. 2WS, Centremount. Easycontrol. AWS, 3CXG14L4CM, Centremount. Direct Control. 2WS, Centremount. Direct Control. AWS",333/A2202 2,Заднее стекло JCB в сборе (Оригинал),Window Assembly Rear ABI,"Заднее стекло в сборе 333/A2202 от производителя JCB. Подходит для моделей JCB 3CX, JCB 4CX, JCB 5CX. Запчасть имеет аналоги 332/A0160, 332/F5272.",A,https://jcbdetal.ru/images/thumbnails/960/786/detailed/5/товар_im8o-hf.jpg,https://jcbdetal.ru/stekla/steklo-na-jcb-220/zadnee-steklo-v-sbore-original/,Window Assembly Rear ABI,Заднее стекло в сборе,Window Assembly Rear ABI,Заднее стекло в сборе,стекло,Заднее стекло в сборе Window Assembly Rear ABI
332-F5436-1,332/F5436 1,332/F5436,B120-1-1,2175161,SH320/40532U1211713,550-170,4001,"540-140, 531-70WM, 531-70, 560-80, 535-140, 550-170, .536-60, .531-70, 535-140 HiViZ, .535-125 HiViZ, 526-56, 536-60DS, .541-70, 540-170, 533-105, .550-140, 536-70AG+, .535-95, .540-140, 541-70, 535-125 HiViZ, 550-80, .550-170, 535P125, 536-60, 540-200, .533-105, 550-140, 535-95, .535-140 HiViZ, 541-70WM",332/F5436 1,Бак топливный,Tank Fuel ABI,,1,https://jcbdetal.ru/images/thumbnails/1600/1310/detailed/6/789e5f05-5129-48bd-ae15-73202848b494.jpeg,https://jcbdetal.ru/toplivnaya-sistema/toplivnyy-bak-jcb/bak-toplivnyy-plastikovyy-jcb/bak-toplivnyy-ru/,Tank Fuel ABI,Бак топливный,Tank Fuel ABI,Бак топливный,Бак топливный,Бак топливный Tank Fuel ABI
JLA0262-1,JLA0262 1,JLA0262,F360-1-1,1789276,SE320/40424U1038012,JS160W,599,".JS160W, JS145W T3, JS20MH T3, JS145W, .JS130W T3, JS175W, JS175WTT4i, JS145WHRT4, JS175W-AUTO, JS175W T3, JS160W-T2, JS130W T3, JS145W T2, JS130W-PLE, JS175WMT2, JS145W-T2, JS175WTT2, JS20MH T4, JS160W TAB, JS160W-PLE, JS160WT T4, JS160W T2, JS200W PLE, JS145W T4, .JS175W T3, JS160W T4, JS130W, JS160W, JS175W AUTO, JS175W-T2, JS130W T2, JS145WHRC, JS145WT T4, .JS145W T3, JS200W-T2, JS175WMT4i, JS145W TAB, JS145W MON, JS200W, JS130W-T2",JLA0262 1,Кардан привода переднего моста JCB (Оригинал),Propshaft assembly front,"Кардан привода переднего моста от производителя JCB артикул JLA0262. Подходит для моделей JCB 3CX, JCB JS130W, JCB JS145W, JCB JS160W, JCB JS175W.",A,https://jcbdetal.ru/images/thumbnails/1280/1048/detailed/5/carton-4399301_1280-min_l0y4-w5.png,https://jcbdetal.ru/khodovaya-chast/kardannyj-val/kardan-privoda-perednego-mosta-jcb-original/,Propshaft assembly front,Кардан привода переднего моста,Propshaft assembly front,Кардан привода переднего моста,Кардан привода переднего моста,Кардан привода переднего моста Propshaft assembly front
556-60459-1,556/60459 2,556/60459,E415-1-2,2273938,SJ320/41294U0780615,3CX 15HFCM,1495,"3CXS-PC, 4CX-PC, Sideshift. Easycontrol. 2WS, 3CXS, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. AWS, 214S/4CX 14-PC, Centremount. Direct Control. AWS, 214/3CX 14, 3C PLUS (91HP), 3CX, 215S/4CX 15-PC, Sideshift. Direct Control. 2WS, 214e/3C-LL, Sideshift. Direct Control. AWS, 4CX, 214S/4CX 14, 411, 217/3CX 17, 214e/3C 14, 3CX-T, 215S/4CX 15, 4CXM (FRANCE), Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, 3C 14 (84HP), .411, 215/3CX 15-PC, Centremount. Easycontrol. 2WS, 3C, 217S/4CX 17-PC, 4CX14CM BR, 215/3CX 15, 217S/4CX 17, 214/3CX 14-PC",556/60459 2,Гидроцилиндр целюсти JCB 3cx 4cx,"Ram clamshovel 70x40, 470 closed centres",Гидроцилиндр челюсти JCB  экскаватора - погрузчика  JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/1146/937/detailed/4/556-60459.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-celyusti-jcb-3cx-4cx/,Ram clamshovel closed centres,Гидроцилиндр целюсти,Ram clamshovel closed centres,Гидроцилиндр целюсти,Гидроцилиндр целюсти,Гидроцилиндр целюсти Ram clamshovel closed centres
556-60459-1,556/60459 2,556/60459,E415-1-2,2273938,SJ320/41294U0780615,3CX 15HFCM,1520,"3CXS-PC, 4CX-PC, Sideshift. Easycontrol. 2WS, 3CXS, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. AWS, 214S/4CX 14-PC, Centremount. Direct Control. AWS, 214/3CX 14, 3C PLUS (91HP), 3CX, 215S/4CX 15-PC, Sideshift. Direct Control. 2WS, 214e/3C-LL, Sideshift. Direct Control. AWS, 4CX, 214S/4CX 14, 411, 217/3CX 17, 214e/3C 14, 3CX-T, 215S/4CX 15, 4CXM (FRANCE), Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, 3C 14 (84HP), .411, 215/3CX 15-PC, Centremount. Easycontrol. 2WS, 3C, 217S/4CX 17-PC, 4CX14CM BR, 215/3CX 15, 217S/4CX 17, 214/3CX 14-PC",556/60459 1,Гидроцилиндр целюсти JCB 3cx 4cx,"Ram clamshovel 70x40, 470 closed centres",Гидроцилиндр челюсти JCB  экскаватора - погрузчика  JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/1146/937/detailed/4/556-60459.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-celyusti-jcb-3cx-4cx/,Ram clamshovel closed centres,Гидроцилиндр целюсти,Ram clamshovel closed centres,Гидроцилиндр целюсти,Гидроцилиндр целюсти,Гидроцилиндр целюсти Ram clamshovel closed centres
128-G2288-1,128/G2288 2,128/G2288,B170-11-3,2273938,SJ320/41294U0780615,3CX 15HFCM,2375,"Centremount. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, 3CXD14M3NM, Centremount. Direct Control. AWS, 4CX14CM BR, 3CXG14L4CM, 3CXD14M2CM, Sideshift. Easycontrol. 2WS, 3CXD14L4CM, Centremount. Easycontrol. 2WS, 3CXD14M2NM, 3CXB14M2CM, E3CX T2, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS",128/G2288 2,Капот,Bonnet Assembly ABI,"Капот артикул 128/G2288. Подходит для моделей  JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/3608/2952/detailed/5/3b12b1f2-c6bc-11ea-937e-c8600076e4c1_20ec5de4-cb16-11ea-82fd-201a0621aa27-min.jpeg,https://jcbdetal.ru/elementy-kuzova/kapot/,Bonnet Assembly ABI,Капот,Bonnet Assembly ABI,Капот,Капот,Капот Bonnet Assembly ABI
128-F9250-2,128/H9642 1,128/H9642,B170-23-1,2273938,SJ320/41294U0780615,3CX 15HFCM,1276,"Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 3CXD14M3NM, 3CXD14L4CM, Centremount. Direct Control. AWS, E3CX T2, 3CXD14M2NM, 3CXG14L4CM, 3CXD14L2CM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. AWS, 3CXB14M2CM, Sideshift. Easycontrol. 2WS",128/H9642 1,Решетка радиатора JCB 3cx,Grille Assembly 2WS,"Решетка радиатора маленькая со скосами JCB 3cx  радиатора без замка ,ключа и эмблемы JCB",A,https://jcbdetal.ru/images/thumbnails/1936/1584/detailed/4/128-H9642.jpeg,https://jcbdetal.ru/elementy-kuzova/reshetka-radiatora-jcb-3cx/,Grille Assembly,Решетка радиатора,Grille Assembly,Решетка радиатора,Решетка радиатора,Решетка радиатора Grille Assembly
333-D1381-2,333/D1381 2,333/D1381,D320-3-3,2273938,SJ320/41294U0780615,3CX 15HFCM,3809,"MIDI CX, Centremount. Direct Control. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. 2WS, 4CXM, Sideshift. Easycontrol. 2WS, Centremount. Easycontrol. AWS, MIDI-CX, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. AWS",333/D1381 2,Руль JCB 3cx 4cx 5cx (Шлицевой),"Assembly steering wheel ABI inc, cap & plug",Руль от производителя JCB артикул 333/D1381. Подходит для моделей JCB 4CX.,A,https://jcbdetal.ru/images/thumbnails/475/388/detailed/4/333-D1381.jpg,https://jcbdetal.ru/elementy-kuzova/kabina-jcb/rul-jcb-3cx-4cx-5cx-shlicevoy/,"Assembly steering wheel ABI inc, cap & plug",Руль (Шлицевой),Assembly steering wheel,Руль ,Руль,Руль Assembly steering wheel
333-D1381-2,333/D1381 2,333/D1381,D320-3-3,2273938,SJ320/41294U0780615,3CX 15HFCM,3810,"MIDI CX, Centremount. Direct Control. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. 2WS, 4CXM, Sideshift. Easycontrol. 2WS, Centremount. Easycontrol. AWS, MIDI-CX, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. AWS",333/D1381 2,Руль JCB 3cx 4cx 5cx новая модель,"Assembly steering wheel ABI inc, cap & plug","Руль новая модель артикул 332/G8146. Подходит для моделей JCB 3CX, JCB 4CX, JCB JS145W, JCB JS160W, JCB JS175W.",A,https://jcbdetal.ru/images/thumbnails/1064/870/detailed/4/332-G8146.jpg,https://jcbdetal.ru/elementy-kuzova/kabina-jcb/rul-jcb-3cx-4cx-5cx-novaya-model/,"Assembly steering wheel ABI inc, cap & plug",Руль новая модель,Assembly steering wheel,Руль ,Руль,Руль Assembly steering wheel
559-60215-6,559/60215 6,559/60215,E445-1-4,2273938,SJ320/41294U0780615,3CX 15HFCM,3799,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Centremount. Direct Control. 2WS",559/60215 6,Гидроцилиндр поворота задней стрелы JCB 3cx 4cx,"Ram slew, 100x60 yellow",Гидроцилиндр поворота задней стрелыэкскаватора - погрузчика JCB 3CX - 4CX. Служит для поворота влево и вправо задней стрелы.,A,https://jcbdetal.ru/images/thumbnails/800/655/detailed/4/559-60215.jpeg,https://jcbdetal.ru/gidravlika/gidrocilindr-povorota-zadney-strely-jcb-3cx-4cx/,"Ram slew,",Гидроцилиндр поворота задней стрелы,"Ram slew,",Гидроцилиндр поворота задней стрелы,Гидроцилиндр поворота,"Гидроцилиндр поворота задней стрелы Ram slew,"
126-00578-15,128/C1010 5,128/C1010,A100-102-15,2273938,SJ320/41294U0780615,3CX 15HFCM,2000,"Centremount. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS",128/C1010 5,"Фронтальный челюстной ковш, 1,1 м3 (6 в 1)","Shovel 6 in 1 clam 1.0m3, 7' 8"" wide","Фронтальный челюстной ковш, 1,1 м3 (6 в 1) артикул 128/C1010. Подходит для моделей JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/1280/1048/detailed/5/carton-4399301_1280-min_3r0t-xr.png,https://jcbdetal.ru/navesnoe-oborudovanie/kovshi/frontalnyy-chelyustnoy-kovsh-1-1-m3-6-v-1/,"Shovel 6 in 1 clam 1.0m3, 7' 8"" wide","Фронтальный челюстной ковш, 1,1 м3 (6 в 1)",Shovel 6 in 1 clam,Фронтальный челюстной ковш,Фронтальный челюстной ковш,Фронтальный челюстной ковш Shovel 6 in 1 clam
126-00578-15,128/C1010 5,128/C1010,A100-102-15,2273938,SJ320/41294U0780615,3CX 15HFCM,2001,"Centremount. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS",128/C1010 4,"Фронтальный челюстной ковш, 1,1 м3 (6 в 1)","Shovel 6 in 1 clam 1.0m3, 7' 8"" wide","Фронтальный челюстной ковш, 1,1 м3 (6 в 1) артикул 128/C1010. Подходит для моделей JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/1280/1048/detailed/5/carton-4399301_1280-min_3r0t-xr.png,https://jcbdetal.ru/navesnoe-oborudovanie/kovshi/frontalnyy-chelyustnoy-kovsh-1-1-m3-6-v-1/,"Shovel 6 in 1 clam 1.0m3, 7' 8"" wide","Фронтальный челюстной ковш, 1,1 м3 (6 в 1)",Shovel 6 in 1 clam,Фронтальный челюстной ковш,Фронтальный челюстной ковш,Фронтальный челюстной ковш Shovel 6 in 1 clam
332-F5436-1,332/F5436 1,332/F5436,B120-10-1,2180411,SH320/40532U2915013,535V140,4001,"540-140, 531-70WM, 531-70, 560-80, 535-140, 550-170, .536-60, .531-70, 535-140 HiViZ, .535-125 HiViZ, 526-56, 536-60DS, .541-70, 540-170, 533-105, .550-140, 536-70AG+, .535-95, .540-140, 541-70, 535-125 HiViZ, 550-80, .550-170, 535P125, 536-60, 540-200, .533-105, 550-140, 535-95, .535-140 HiViZ, 541-70WM",332/F5436 1,Бак топливный,Tank Fuel ABI,,1,https://jcbdetal.ru/images/thumbnails/1600/1310/detailed/6/789e5f05-5129-48bd-ae15-73202848b494.jpeg,https://jcbdetal.ru/toplivnaya-sistema/toplivnyy-bak-jcb/bak-toplivnyy-plastikovyy-jcb/bak-toplivnyy-ru/,Tank Fuel ABI,Бак топливный,Tank Fuel ABI,Бак топливный,Бак топливный,Бак топливный Tank Fuel ABI
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2256733,SH320/40596U2133413,3CX 14M4WM,2156,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,https://jcbdetal.ru/images/thumbnails/917/750/detailed/3/128-E5189_копия5.jpg,https://jcbdetal.ru/toplivnaya-sistema/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2256733,SH320/40596U2133413,3CX 14M4WM,2157,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,,https://jcbdetal.ru/elementy-kuzova/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2256733,SH320/40596U2133413,3CX 14M4WM,2158,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,https://jcbdetal.ru/images/thumbnails/917/750/detailed/3/128-E5189_копия5.jpg,https://jcbdetal.ru/toplivnaya-sistema/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2256733,SH320/40596U2133413,3CX 14M4WM,2159,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,,https://jcbdetal.ru/elementy-kuzova/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2256733,SH320/40596U2133413,3CX 14M4WM,2160,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,https://jcbdetal.ru/images/thumbnails/917/750/detailed/3/128-E5189_копия5.jpg,https://jcbdetal.ru/toplivnaya-sistema/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-E5189-2,128/E5189 3,128/E5189,B120-3-103,2256733,SH320/40596U2133413,3CX 14M4WM,2161,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 4CX14CM BR, Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Centremount. Easycontrol. 2WS",128/E5189 3,"Бак топливный JCB 3cx 4cx 5cx в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,"Оригинальный топливный бак JCB 128/E5189 имеет увеличенный срок службы, и большой запас прочности.Топливный бак JCB 3cx 4cx",A,,https://jcbdetal.ru/elementy-kuzova/bak-toplivnyy-jcb-3cx-4cx-5cx-v-sbore-bak-datchik-kryshka/,Tank Diesel plastic,"Бак топливный в сборе (БАК,ДАТЧИК,КРЫШКА)",Tank Diesel plastic,Бак топливный в сборе,Бак топливный,Бак топливный в сборе Tank Diesel plastic
128-P3561-1,128/P3561 1,128/P3561,B260-103-1,2256733,SH320/40596U2133413,3CX 14M4WM,792,"Centremount. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. 2WS",128/P3561 1,Сиденье оператора JCB,"Seat ABI cloth, suspension","Сиденье оператора в сборе артикул 128/P3561. Подходит для моделей JCB 3CX, JCB 4CX.",1,https://jcbdetal.ru/images/thumbnails/751/614/detailed/5/128_P3561.png,https://jcbdetal.ru/elementy-kuzova/kabina-jcb/sidene-operatora-jcb/,"Seat ABI cloth, suspension",Сиденье оператора,"Seat ABI cloth, suspension",Сиденье оператора,Сиденье оператора,"Сиденье оператора Seat ABI cloth, suspension"
556-60400-1,556/60400 3,556/60400,E450-1-2,2256733,SH320/40596U2133413,3CX 14M4WM,3510,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 2,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
556-60400-1,556/60400 3,556/60400,E450-1-2,2256733,SH320/40596U2133413,3CX 14M4WM,3512,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 3,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
128-G2288-1,128/G2288 2,128/G2288,B170-11-3,2256733,SH320/40596U2133413,3CX 14M4WM,2375,"Centremount. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, 3CXD14M3NM, Centremount. Direct Control. AWS, 4CX14CM BR, 3CXG14L4CM, 3CXD14M2CM, Sideshift. Easycontrol. 2WS, 3CXD14L4CM, Centremount. Easycontrol. 2WS, 3CXD14M2NM, 3CXB14M2CM, E3CX T2, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS",128/G2288 2,Капот,Bonnet Assembly ABI,"Капот артикул 128/G2288. Подходит для моделей  JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/3608/2952/detailed/5/3b12b1f2-c6bc-11ea-937e-c8600076e4c1_20ec5de4-cb16-11ea-82fd-201a0621aa27-min.jpeg,https://jcbdetal.ru/elementy-kuzova/kapot/,Bonnet Assembly ABI,Капот,Bonnet Assembly ABI,Капот,Капот,Капот Bonnet Assembly ABI
128-F9250-2,128/H9642 1,128/H9642,B170-23-1,2256733,SH320/40596U2133413,3CX 14M4WM,1276,"Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 3CXD14M3NM, 3CXD14L4CM, Centremount. Direct Control. AWS, E3CX T2, 3CXD14M2NM, 3CXG14L4CM, 3CXD14L2CM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. AWS, 3CXB14M2CM, Sideshift. Easycontrol. 2WS",128/H9642 1,Решетка радиатора JCB 3cx,Grille Assembly 2WS,"Решетка радиатора маленькая со скосами JCB 3cx  радиатора без замка ,ключа и эмблемы JCB",A,https://jcbdetal.ru/images/thumbnails/1936/1584/detailed/4/128-H9642.jpeg,https://jcbdetal.ru/elementy-kuzova/reshetka-radiatora-jcb-3cx/,Grille Assembly,Решетка радиатора,Grille Assembly,Решетка радиатора,Решетка радиатора,Решетка радиатора Grille Assembly
561-60177-2,559/60229 4,559/60229,E465-3-4,2256733,SH320/40596U2133413,3CX 14M4WM,4158,"Sideshift. Easycontrol. AWS, Centremount. Direct Control. 2WS, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS",559/60229 4,Гидроцилиндр рукояти задней стрелы экскаватора - погрузчика JCB 4CX 3CX.,Ram dipper 100 X 60,Гидроцилиндр рукояти задней стрелы экскаватора - погрузчика JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/894/731/detailed/4/559-60229.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-rukoyati-zadney-strely-ekskavatora-pogruzchika-jcb-4cx-3cx./,Ram dipper,Гидроцилиндр рукояти задней стрелы а - а 4 3.,Ram dipper,Гидроцилиндр рукояти задней стрелы а - а 4 3.,Гидроцилиндр,Гидроцилиндр рукояти задней стрелы а - а 4 3. Ram dipper
